City,RegionID,StateName,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31
Pittsburgh,394982,PA,149667.0,147333.0,147650.0,150900.0,158400.0,164750.0,169167.0,169300.0,165967.0,163000.0,161350.0,159683.0,156983.0,154333.0,157667.0,161167.0,165333.0,171000.0,174833.0,176667.0,171967.0,166800.0,163467.0,162833.0,162333.0,161333.0,162309.0,166309.0,171976.0,179000.0,184000.0,188000.0,183000.0,179200.0,174867.0,174867.0,170333.0,166667.0,166833.0,177167.0,185500.0,190333.0,193300.0,196633.0,199467.0,196500.0,192167.0,187667.0,182333.0,182333.0,187300.0,193967.0,203300.0,211333.0,219667.0,219667.0
Portland,394998,OR,339649.0,339000.0,344333.0,351000.0,361667.0,368468.0,373468.0,374452.0,372650.0,370983.0,367871.0,367868.0,371201.0,375130.0,378467.0,381633.0,388167.0,395000.0,395917.0,397583.0,392417.0,390667.0,386667.0,385000.0,382667.0,384000.0,387333.0,392333.0,398333.0,403333.0,406667.0,405483.0,403483.0,402983.0,404167.0,404500.0,404763.0,403096.0,409546.0,413117.0,416450.0,418833.0,425500.0,434500.0,439000.0,443667.0,443487.0,443487.0,441876.0,448023.0,458389.0,471272.0,483638.0,494018.0,502577.0,508577.0
Charlotte,394458,NC,218167.0,213667.0,216333.0,223000.0,229650.0,235900.0,238567.0,239083.0,234500.0,232833.0,234000.0,239983.0,238317.0,238817.0,236423.0,242756.0,247256.0,253000.0,253333.0,254377.0,249377.0,249043.0,249767.0,254767.0,252433.0,250667.0,250333.0,256667.0,263333.0,269000.0,273417.0,273083.0,271083.0,268000.0,266833.0,269000.0,267633.0,268607.0,270440.0,278273.0,279467.0,281797.0,284330.0,293497.0,295500.0,298167.0,297667.0,297000.0,293667.0,292236.0,297902.0,307447.0,320578.0,330578.0,337700.0,341080.0
Sacramento,395045,CA,355417.0,354083.0,357833.0,364833.0,374833.0,381667.0,387500.0,387833.0,387833.0,390333.0,391667.0,392333.0,386667.0,388167.0,390833.0,400167.0,405333.0,410333.0,411667.0,410000.0,408333.0,405000.0,406000.0,402667.0,399083.0,398083.0,401417.0,411667.0,418333.0,425000.0,427333.0,427333.0,424000.0,420000.0,419833.0,421500.0,423167.0,425000.0,429250.0,435250.0,436917.0,440667.0,449667.0,460667.0,469333.0,474333.0,475833.0,475833.0,470833.0,473667.0,485333.0,502000.0,521667.0,536667.0,547333.0,550667.0
San Antonio,395055,TX,201000.0,200648.0,199148.0,204482.0,209583.0,215383.0,216717.0,216633.0,214075.0,211575.0,211572.0,215830.0,217874.0,216210.0,214543.0,216666.0,223000.0,227000.0,230200.0,230533.0,226533.0,224000.0,221333.0,222667.0,220333.0,219667.0,220000.0,223300.0,228467.0,232827.0,236193.0,236027.0,233750.0,233083.0,231375.0,232625.0,229958.0,230667.0,230667.0,235333.0,239000.0,243333.0,248667.0,252332.0,254665.0,254967.0,255635.0,257169.0,256333.0,257467.0,257600.0,263630.0,270497.0,279130.0,286650.0,291650.0
Orlando,394943,FL,227832.0,227517.0,229683.0,232600.0,234167.0,237000.0,238000.0,239667.0,239667.0,240333.0,241667.0,241973.0,244972.0,244972.0,245213.0,245360.0,248694.0,251479.0,253333.0,254667.0,255100.0,255100.0,255433.0,256667.0,257667.0,259333.0,259663.0,259997.0,261663.0,266300.0,269967.0,272600.0,271047.0,270961.0,269994.0,274449.0,275536.0,276128.0,272009.0,273009.0,275250.0,277807.0,279807.0,282307.0,282667.0,282000.0,283333.0,285667.0,287333.0,289000.0,293333.0,299468.0,304968.0,312634.0,321667.0,329500.0
Cincinnati,394466,OH,159300.0,156383.0,156383.0,158717.0,163300.0,168348.0,171682.0,174998.0,172983.0,170400.0,169083.0,169650.0,168900.0,166900.0,168500.0,172333.0,177333.0,180167.0,181667.0,182317.0,178800.0,175467.0,174650.0,174167.0,172167.0,169667.0,172000.0,177667.0,184167.0,189500.0,193833.0,193282.0,191616.0,187949.0,187967.0,188967.0,186967.0,186750.0,189050.0,196383.0,198201.0,201301.0,204674.0,212523.0,212790.0,212750.0,211667.0,210833.0,205667.0,200667.0,201500.0,210167.0,218500.0,231583.0,238083.0,243792.0
Cleveland,394475,OH,129808.0,128475.0,127658.0,131517.0,137450.0,144267.0,149233.0,148300.0,146633.0,144167.0,144167.0,142500.0,138333.0,134292.0,133542.0,137875.0,142125.0,146875.0,148125.0,149583.0,148750.0,146467.0,143133.0,139633.0,139667.0,138000.0,140000.0,141500.0,149000.0,155667.0,161483.0,162317.0,158633.0,155067.0,151733.0,150417.0,150000.0,150000.0,152667.0,157667.0,162667.0,166633.0,169800.0,173467.0,174833.0,174583.0,172250.0,171583.0,167000.0,165000.0,163333.0,167333.0,173333.0,181717.0,189467.0,195783.0
Kansas City,394735,MO,182033.0,183283.0,184417.0,190000.0,198017.0,207017.0,211767.0,210667.0,205333.0,200000.0,198000.0,198000.0,200000.0,199833.0,203167.0,208167.0,215000.0,219667.0,221333.0,219000.0,212833.0,210167.0,209500.0,209333.0,208500.0,206500.0,210500.0,216667.0,226667.0,233598.0,234798.0,233132.0,228467.0,223600.0,220267.0,220667.0,221667.0,221667.0,226633.0,232925.0,240592.0,243958.0,250333.0,254983.0,258300.0,256800.0,254650.0,249667.0,247167.0,247000.0,251583.0,259083.0,269417.0,276500.0,282000.0,280000.0
Las Vegas,394775,NV,233245.0,238245.0,243545.0,246167.0,247833.0,251167.0,255000.0,258333.0,261667.0,263000.0,264667.0,268000.0,268667.0,272000.0,273015.0,279348.0,283681.0,286820.0,286820.0,287154.0,291310.0,294644.0,297644.0,298333.0,300000.0,300666.0,300000.0,299333.0,297667.0,297663.0,298330.0,302163.0,305500.0,307167.0,308000.0,307793.0,306565.0,307648.0,308180.0,309408.0,310325.0,314484.0,319150.0,320817.0,319667.0,320000.0,321667.0,323333.0,324000.0,325667.0,330333.0,338000.0,347000.0,355667.0,365333.0,371333.0
Columbus,394492,OH,175083.0,172217.0,172217.0,174800.0,182600.0,188933.0,192650.0,190717.0,187050.0,186667.0,186500.0,191500.0,192833.0,195272.0,193605.0,193938.0,196000.0,203950.0,206783.0,206450.0,200567.0,198300.0,196933.0,198533.0,196517.0,196550.0,196883.0,205000.0,213700.0,221033.0,222667.0,218967.0,212883.0,211233.0,209633.0,210433.0,209950.0,213217.0,219483.0,226617.0,231867.0,231850.0,234883.0,236650.0,236683.0,232119.0,230103.0,230103.0,229333.0,224794.0,227694.0,235861.0,252050.0,263817.0,267983.0,271667.0
Indianapolis,394705,IN,153250.0,152917.0,154133.0,159767.0,166100.0,170300.0,173148.0,171367.0,168033.0,166718.0,166833.0,167850.0,165350.0,164350.0,166667.0,172917.0,179250.0,185583.0,187667.0,186300.0,181600.0,179267.0,179967.0,181171.0,179504.0,177171.0,177000.0,182667.0,189333.0,196667.0,201333.0,204667.0,201300.0,199633.0,195967.0,197667.0,193000.0,193000.0,197667.0,207667.0,215667.0,218333.0,221667.0,225167.0,227833.0,227833.0,226667.0,223833.0,220500.0,220500.0,221667.0,229167.0,239167.0,250334.0,256801.0,256701.0
San Jose,395059,CA,823333.0,825000.0,855000.0,893333.0,928000.0,941333.0,947500.0,942833.0,946167.0,951667.0,971500.0,976500.0,969000.0,999167.0,1074167.0,1143333.0,1176667.0,1160000.0,1140833.0,1120917.0,1082250.0,1084750.0,1056333.0,1038917.0,999750.0,988083.0,1014167.0,1046667.0,1080000.0,1100000.0,1101667.0,1073333.0,1033333.0,1005000.0,1014167.0,1009167.0,990833.0,1003333.0,1045000.0,1106667.0,1123333.0,1126667.0,1125000.0,1133333.0,1135000.0,1151470.0,1144803.0,1144803.0,1131667.0,1139833.0,1181500.0,1238167.0,1286667.0,1316667.0,1315000.0,1316667.0
Austin,394355,TX,284527.0,283979.0,284868.0,293424.0,299599.0,305380.0,305000.0,301000.0,294000.0,290429.0,289763.0,294468.0,296352.0,299352.0,297946.0,304633.0,310633.0,318015.0,318015.0,319015.0,312500.0,309167.0,302167.0,303333.0,300833.0,299150.0,300900.0,308400.0,321450.0,328033.0,329460.0,326426.0,321863.0,321812.0,317812.0,320561.0,315852.0,319852.0,323333.0,330000.0,332333.0,335667.0,344583.0,352250.0,357250.0,361667.0,365750.0,370750.0,370750.0,381333.0,402333.0,439000.0,462667.0,479986.0,484986.0,486986.0
Virginia Beach,395194,VA,235900.0,234107.0,232290.0,236823.0,239283.0,246867.0,248998.0,249998.0,243498.0,240167.0,238467.0,238467.0,236800.0,238333.0,239692.0,241358.0,245525.0,250000.0,253333.0,250000.0,246500.0,244833.0,244333.0,243133.0,238100.0,238600.0,237467.0,244167.0,249167.0,256667.0,261667.0,261667.0,260500.0,255500.0,252133.0,251300.0,251267.0,250300.0,252300.0,256333.0,265633.0,268967.0,275800.0,275833.0,279167.0,276667.0,278333.0,276667.0,273800.0,269467.0,269467.0,275333.0,284000.0,292333.0,297667.0,298333.0
Nashville,394902,TN,240721.0,241633.0,243675.0,247789.0,254489.0,260560.0,265113.0,266780.0,266000.0,264000.0,264667.0,267333.0,268667.0,269134.0,268134.0,271801.0,276196.0,282162.0,287796.0,289267.0,282633.0,278650.0,276617.0,283250.0,282504.0,282204.0,281904.0,285648.0,292648.0,299615.0,303967.0,305633.0,302333.0,301333.0,302233.0,307232.0,306107.0,302173.0,301508.0,306267.0,310133.0,310800.0,315800.0,321633.0,324267.0,325967.0,324967.0,325667.0,322333.0,325167.0,331167.0,341167.0,352667.0,365000.0,376633.0,383300.0
Providence,395005,RI,246367.0,240900.0,239667.0,243833.0,249167.0,261167.0,267167.0,271500.0,270333.0,266000.0,265667.0,263300.0,259933.0,255933.0,255633.0,260667.0,266167.0,274183.0,279850.0,281017.0,277333.0,274667.0,273000.0,270333.0,265667.0,262300.0,264967.0,271600.0,283300.0,291633.0,298333.0,298333.0,297667.0,294317.0,294317.0,290633.0,290650.0,285617.0,291633.0,298283.0,308317.0,310650.0,315667.0,324000.0,330750.0,334083.0,332383.0,330300.0,326967.0,321333.0,322333.0,327333.0,339667.0,353333.0,362967.0,372967.0
Milwaukee,394862,WI,180620.0,174633.0,178067.0,181700.0,192217.0,201150.0,205783.0,210933.0,205933.0,202967.0,198967.0,196600.0,188883.0,182217.0,181750.0,191833.0,198733.0,210900.0,217900.0,224333.0,219117.0,213117.0,210867.0,206083.0,199417.0,192000.0,197917.0,206250.0,212550.0,213300.0,210133.0,211800.0,210133.0,206633.0,201667.0,196000.0,194333.0,192167.0,197833.0,207767.0,215433.0,220417.0,222150.0,228983.0,229000.0,227333.0,221667.0,218667.0,214633.0,212783.0,214783.0,221150.0,228000.0,237333.0,241667.0,239333.0
Jacksonville,394714,FL,210590.0,209247.0,208580.0,215172.0,221589.0,226586.0,231660.0,228997.0,227333.0,223000.0,224000.0,227333.0,228333.0,231667.0,232000.0,236667.0,238333.0,243333.0,245982.0,247315.0,243615.0,241300.0,243001.0,246368.0,243544.0,242243.0,241756.0,247247.0,248847.0,250663.0,255330.0,257978.0,257648.0,253648.0,251000.0,252663.0,252660.0,254327.0,254993.0,257997.0,260660.0,262330.0,267663.0,270833.0,273167.0,272967.0,273800.0,275852.0,274052.0,274052.0,277333.0,288153.0,298153.0,306063.0,310543.0,312210.0
Memphis,394849,TN,157250.0,152417.0,151083.0,156467.0,161967.0,170000.0,176000.0,176667.0,173333.0,167633.0,166967.0,165300.0,166300.0,159133.0,159133.0,160833.0,173333.0,181275.0,186942.0,183609.0,179667.0,175667.0,173967.0,171967.0,166967.0,168333.0,169667.0,176333.0,181667.0,191667.0,198850.0,198667.0,192333.0,185483.0,184000.0,185333.0,184333.0,184167.0,186167.0,196167.0,203000.0,209333.0,212083.0,216417.0,219750.0,221000.0,220917.0,217583.0,210167.0,204250.0,206917.0,214333.0,226333.0,237000.0,244500.0,247500.0
Oklahoma City,394935,OK,162333.0,162833.0,162333.0,163500.0,165000.0,167833.0,169333.0,169833.0,169000.0,165833.0,164000.0,163500.0,163500.0,164167.0,164667.0,168550.0,171050.0,171384.0,172500.0,171917.0,173583.0,173583.0,173333.0,172167.0,172167.0,175500.0,179333.0,183434.0,185101.0,190768.0,190333.0,191667.0,188333.0,187999.0,188299.0,188633.0,186967.0,187000.0,188333.0,193333.0,195667.0,199333.0,202667.0,208667.0,209000.0,209667.0,209000.0,208333.0,206000.0,205000.0,208333.0,213333.0,216667.0,220000.0,223333.0,223333.0
Louisville-Jefferson County,394807,KY,162633.0,159300.0,159300.0,162333.0,168000.0,176000.0,181333.0,181333.0,178000.0,174667.0,174667.0,175000.0,173855.0,172188.0,170855.0,173333.0,178333.0,184667.0,190333.0,190333.0,185234.0,180734.0,179068.0,181500.0,180633.0,181283.0,180602.0,181968.0,186860.0,195208.0,203292.0,204383.0,200217.0,195800.0,192000.0,192833.0,189333.0,189800.0,189800.0,194967.0,198833.0,205500.0,213833.0,220000.0,220750.0,217417.0,216417.0,212333.0,210633.0,206633.0,209967.0,212750.0,220750.0,227417.0,234667.0,236667.0
Hartford,394669,CT,211000.0,207750.0,208917.0,211750.0,219417.0,227800.0,233967.0,236300.0,229667.0,223333.0,215967.0,214600.0,211267.0,213600.0,216633.0,222217.0,224917.0,231250.0,237133.0,242967.0,234967.0,227500.0,216667.0,216667.0,212633.0,209300.0,208300.0,214000.0,224000.0,231750.0,237417.0,239083.0,233983.0,227692.0,224358.0,223782.0,224407.0,221074.0,223333.0,228767.0,237100.0,241100.0,245667.0,252333.0,256500.0,257817.0,256150.0,256483.0,255167.0,251833.0,250000.0,253333.0,261667.0,272333.0,279833.0,286483.0
Richmond,395022,VA,228500.0,226833.0,227167.0,230333.0,232833.0,239483.0,245817.0,248317.0,244233.0,235900.0,233900.0,237833.0,240833.0,240937.0,237912.0,242245.0,245809.0,252157.0,255657.0,255657.0,249167.0,243333.0,242833.0,245333.0,243667.0,240833.0,242500.0,250483.0,257805.0,263638.0,266655.0,269333.0,266000.0,263333.0,261167.0,265345.0,262678.0,258372.0,256527.0,263518.0,272808.0,275475.0,279483.0,280590.0,284358.0,286000.0,287118.0,288683.0,283692.0,285313.0,285647.0,295347.0,298683.0,306433.0,310208.0,316875.0
New Orleans,394910,LA,180267.0,177567.0,179400.0,177467.0,184167.0,190626.0,198793.0,197543.0,192983.0,189150.0,187717.0,192738.0,193572.0,192255.0,187630.0,186430.0,191330.0,198533.0,205233.0,205333.0,202000.0,197000.0,197000.0,197000.0,196333.0,196333.0,196667.0,199333.0,202667.0,210333.0,217483.0,219150.0,215950.0,214467.0,216133.0,219000.0,219667.0,216300.0,213300.0,215300.0,219333.0,225000.0,227333.0,231000.0,229333.0,229333.0,230000.0,231667.0,230000.0,228000.0,229667.0,235830.0,240163.0,245163.0,247333.0,250000.0
Buffalo,394425,NY,136083.0,133417.0,132209.0,133559.0,139559.0,146500.0,151800.0,154967.0,156050.0,153750.0,150417.0,146333.0,145333.0,143417.0,142800.0,142766.0,146316.0,149933.0,158300.0,163000.0,165627.0,160960.0,158286.0,153993.0,151176.0,148517.0,148500.0,150983.0,155317.0,163667.0,170317.0,175233.0,173567.0,171567.0,166317.0,164617.0,161633.0,159967.0,158667.0,162667.0,171000.0,174000.0,178667.0,182355.0,189022.0,190355.0,188333.0,186667.0,183333.0,179083.0,176083.0,179167.0,189583.0,199417.0,209667.0,217167.0
Raleigh,395012,NC,252536.0,251536.0,252870.0,257250.0,264917.0,269333.0,270167.0,268500.0,264833.0,264333.0,266000.0,270333.0,269333.0,270333.0,270333.0,276000.0,279000.0,282333.0,283650.0,282983.0,282150.0,279167.0,280833.0,279667.0,282333.0,281829.0,284496.0,288463.0,291633.0,294300.0,294667.0,295333.0,295333.0,296333.0,299333.0,301000.0,300667.0,299333.0,301333.0,306167.0,308833.0,308917.0,308917.0,312917.0,315833.0,317000.0,315956.0,316290.0,315020.0,316398.0,322229.0,334828.0,346162.0,359997.0,368333.0,375000.0
Birmingham,394388,AL,177667.0,173333.0,173633.0,178300.0,188200.0,194567.0,193567.0,190042.0,187375.0,186008.0,184967.0,184600.0,181633.0,180267.0,181933.0,187433.0,196600.0,203300.0,206800.0,201967.0,197967.0,195300.0,195667.0,195417.0,193417.0,192083.0,193333.0,201033.0,210236.0,216344.0,215645.0,213108.0,206667.0,206667.0,206667.0,210000.0,205887.0,205870.0,212520.0,222396.0,227413.0,225763.0,225000.0,224967.0,228967.0,228967.0,230633.0,224967.0,222967.0,221967.0,226990.0,235657.0,245113.0,250089.0,251756.0,250000.0
Salt Lake City,395053,UT,268043.0,267126.0,271259.0,275800.0,287550.0,292583.0,294817.0,291650.0,288883.0,289710.0,293677.0,295694.0,294967.0,293522.0,300855.0,305588.0,313733.0,317067.0,321667.0,319540.0,316207.0,317540.0,318000.0,315333.0,312667.0,312708.0,316042.0,320708.0,329000.0,338333.0,343333.0,342833.0,342167.0,339500.0,341083.0,341083.0,342250.0,345250.0,350917.0,357083.0,358317.0,361900.0,367233.0,374583.0,379333.0,382500.0,384833.0,389833.0,391667.0,401667.0,412667.0,429906.0,443240.0,457240.0,469000.0,475667.0
Rochester,395031,NY,136500.0,134458.0,133250.0,134167.0,138583.0,142625.0,147292.0,148633.0,146300.0,143267.0,137467.0,136467.0,133500.0,134000.0,134967.0,137933.0,144933.0,149967.0,156429.0,156179.0,153596.0,149833.0,146750.0,145600.0,142900.0,141133.0,140367.0,142067.0,147167.0,155000.0,161633.0,164300.0,162467.0,157500.0,154133.0,152617.0,153367.0,150400.0,152083.0,156333.0,162333.0,164000.0,166667.0,171833.0,175167.0,175817.0,174160.0,173976.0,168993.0,164817.0,161667.0,168333.0,178317.0,189983.0,194967.0,198317.0
Grand Rapids,394640,MI,162167.0,161667.0,164667.0,171000.0,177000.0,181000.0,181667.0,181667.0,181000.0,179083.0,178083.0,175983.0,177900.0,176567.0,180233.0,183067.0,189567.0,194167.0,197333.0,198833.0,198500.0,197067.0,193700.0,190867.0,189967.0,190750.0,194083.0,200417.0,208300.0,213633.0,215300.0,215000.0,213333.0,212000.0,208667.0,208167.0,205667.0,209000.0,215817.0,222150.0,223817.0,224500.0,230333.0,233667.0,237000.0,235750.0,235417.0,232417.0,227650.0,228817.0,234817.0,248833.0,258667.0,266397.0,268364.0,269364.0
Tucson,395167,AZ,186167.0,188000.0,190667.0,194000.0,196000.0,200000.0,201667.0,200000.0,201167.0,202167.0,205833.0,206000.0,203833.0,201833.0,199917.0,204383.0,207717.0,208967.0,209000.0,210667.0,213000.0,213841.0,216508.0,216841.0,219150.0,216483.0,217317.0,217167.0,222167.0,226167.0,229868.0,228202.0,227702.0,228237.0,226903.0,229570.0,227376.0,232043.0,233276.0,237233.0,237233.0,238000.0,242333.0,247333.0,251667.0,255000.0,258333.0,259133.0,261725.0,265058.0,274158.0,279900.0,289400.0,297833.0,303783.0,307217.0
Urban Honolulu,753924,HI,579067.0,566067.0,554197.0,548030.0,549697.0,569833.0,583373.0,586706.0,586873.0,600000.0,610667.0,609000.0,590650.0,574983.0,560650.0,551500.0,561500.0,567500.0,578583.0,576917.0,578583.0,580167.0,579167.0,570500.0,575333.0,569000.0,583833.0,577167.0,581167.0,586333.0,603000.0,609667.0,603333.0,588333.0,581583.0,583250.0,579917.0,588183.0,601183.0,616183.0,619667.0,612000.0,607000.0,610333.0,616817.0,615817.0,612483.0,619000.0,630000.0,638833.0,622000.0,615333.0,621000.0,639500.0,655083.0,665583.0
Tulsa,395169,OK,155167.0,153500.0,152809.0,153809.0,158642.0,161167.0,164794.0,164044.0,163378.0,160750.0,161167.0,161167.0,161167.0,160333.0,161008.0,162091.0,164424.0,166250.0,167167.0,167500.0,166667.0,166917.0,166833.0,165167.0,163917.0,161000.0,162667.0,165000.0,171666.0,177333.0,180633.0,178050.0,174383.0,171083.0,170667.0,173567.0,176567.0,180983.0,182083.0,184083.0,186000.0,189167.0,194983.0,199317.0,204150.0,203833.0,202833.0,202167.0,199750.0,200583.0,201917.0,207833.0,212000.0,217333.0,220000.0,223333.0
Fresno,394619,CA,244000.0,240333.0,242000.0,244000.0,249167.0,252833.0,259500.0,263750.0,266750.0,265750.0,267333.0,268333.0,266000.0,268667.0,267000.0,270333.0,269333.0,272333.0,275667.0,276000.0,273667.0,273667.0,273333.0,275000.0,273667.0,273667.0,278667.0,280000.0,282667.0,281000.0,284333.0,284667.0,288500.0,290167.0,293250.0,292750.0,292583.0,293167.0,293500.0,296500.0,298167.0,305167.0,312083.0,315417.0,316000.0,317917.0,321250.0,323917.0,322250.0,327667.0,331417.0,338083.0,342667.0,348417.0,353750.0,357750.0
Worcester,395238,MA,236383.0,238267.0,236600.0,243267.0,249967.0,259967.0,265000.0,269750.0,263083.0,260500.0,255442.0,258275.0,255858.0,250317.0,247483.0,249517.0,257700.0,271017.0,278983.0,281650.0,277000.0,268667.0,265333.0,260000.0,261633.0,256600.0,255767.0,257467.0,267167.0,277167.0,283833.0,287500.0,285000.0,283333.0,280833.0,282500.0,280833.0,275000.0,275667.0,282333.0,297333.0,303333.0,313667.0,318667.0,325333.0,323333.0,323633.0,321967.0,323633.0,315000.0,316667.0,320000.0,338333.0,353333.0,361667.0,365000.0
Stamford,394415,CT,395000.0,391667.0,388333.0,391667.0,409333.0,430167.0,429333.0,426667.0,420833.0,405000.0,396667.0,390167.0,398083.0,396500.0,386000.0,388417.0,395500.0,423833.0,438500.0,444667.0,418333.0,391667.0,378300.0,384967.0,391633.0,378333.0,368333.0,368333.0,389233.0,412567.0,427567.0,431650.0,416817.0,390733.0,378417.0,375750.0,395000.0,389333.0,387500.0,389333.0,411333.0,442517.0,461517.0,486683.0,493000.0,499000.0,483167.0,481667.0,474167.0,480567.0,473900.0,485067.0,505333.0,540333.0,561667.0,556433.0
Albuquerque,394312,NM,182250.0,182750.0,183083.0,185583.0,189000.0,191900.0,193567.0,194567.0,194667.0,192967.0,193300.0,189967.0,187333.0,185667.0,188167.0,195583.0,198943.0,203110.0,203360.0,205000.0,201667.0,198333.0,196667.0,198333.0,199582.0,199582.0,200607.0,205525.0,212775.0,220083.0,223583.0,223000.0,219666.0,219000.0,218167.0,219733.0,218217.0,220383.0,223817.0,228000.0,228300.0,229633.0,235300.0,244133.0,247800.0,249600.0,248229.0,250551.0,249751.0,253989.0,257767.0,266089.0,271089.0,279989.0,285000.0,288333.0
Albany,394308,NY,180920.0,178170.0,175067.0,176250.0,176332.0,181998.0,186998.0,193333.0,192000.0,188250.0,185000.0,183833.0,180917.0,179167.0,181650.0,190150.0,194900.0,198250.0,198083.0,201667.0,200000.0,196483.0,194817.0,190150.0,191333.0,188000.0,192667.0,190867.0,191200.0,195867.0,203333.0,207500.0,206133.0,202800.0,199967.0,199750.0,199750.0,200383.0,198967.0,201467.0,208500.0,211167.0,212383.0,213050.0,220050.0,224500.0,223500.0,222167.0,218583.0,216233.0,215150.0,217233.0,223917.0,230717.0,239066.0,243920.0
Omaha,394938,NE,168667.0,166000.0,166000.0,166667.0,173833.0,178833.0,180500.0,179333.0,178333.0,177667.0,177667.0,174333.0,176667.0,176667.0,178000.0,178333.0,181667.0,187667.0,194000.0,193792.0,193125.0,191792.0,192000.0,192000.0,190833.0,191167.0,191250.0,192083.0,197917.0,202833.0,207833.0,206667.0,203500.0,200167.0,196833.0,195000.0,191667.0,193333.0,196667.0,205000.0,210000.0,219000.0,222833.0,226167.0,224167.0,222000.0,222000.0,221667.0,220150.0,221817.0,228817.0,238667.0,245333.0,250333.0,252333.0,252333.0
New Haven,394908,CT,208333.0,206333.0,201333.0,195717.0,200717.0,216050.0,227333.0,232354.0,223354.0,219688.0,213000.0,210667.0,212333.0,207333.0,207667.0,207633.0,217633.0,229967.0,236333.0,240667.0,233667.0,230000.0,219433.0,217767.0,210767.0,212000.0,209000.0,211667.0,217958.0,229958.0,238292.0,240583.0,235250.0,230250.0,225000.0,223333.0,219500.0,212833.0,211500.0,217000.0,230333.0,238333.0,248333.0,251667.0,258333.0,258000.0,261333.0,258667.0,254000.0,249000.0,250000.0,255500.0,268833.0,280500.0,290667.0,290667.0
Bakersfield,394357,CA,215917.0,212167.0,210500.0,218083.0,219583.0,222917.0,223667.0,227333.0,229333.0,227500.0,228500.0,228833.0,228250.0,228083.0,227167.0,229583.0,231417.0,233333.0,236667.0,238333.0,239333.0,237667.0,234333.0,231667.0,230750.0,231083.0,235083.0,237667.0,242333.0,246667.0,250000.0,251667.0,250000.0,250667.0,252333.0,252333.0,249167.0,249150.0,249983.0,255817.0,257500.0,261667.0,263333.0,267333.0,269000.0,272833.0,275833.0,277500.0,278667.0,275500.0,281500.0,283833.0,293333.0,295667.0,303333.0,306417.0
Knoxville,394753,TN,164050.0,160300.0,161633.0,164750.0,170417.0,174350.0,177600.0,180597.0,180663.0,180630.0,179950.0,180617.0,177317.0,177300.0,179031.0,183738.0,187088.0,189690.0,195133.0,195150.0,193583.0,193433.0,199533.0,201627.0,199043.0,192752.0,191373.0,195623.0,203481.0,210225.0,213892.0,214528.0,215303.0,212637.0,214000.0,214667.0,214883.0,212579.0,215745.0,221946.0,226250.0,227417.0,231667.0,235000.0,238300.0,238300.0,238300.0,237733.0,236733.0,235650.0,237917.0,242250.0,248333.0,255000.0,263333.0,271667.0
Greenville,394653,SC,177583.0,176917.0,178943.0,180027.0,184193.0,188833.0,192250.0,193083.0,189750.0,188167.0,187000.0,189000.0,189314.0,188814.0,189481.0,190667.0,195667.0,199998.0,203914.0,201707.0,199709.0,196959.0,198828.0,201978.0,204478.0,205817.0,204333.0,206833.0,211658.0,216625.0,219125.0,219523.0,216557.0,215473.0,212436.0,212069.0,206619.0,206350.0,211383.0,219917.0,226383.0,227383.0,228882.0,231332.0,232998.0,235833.0,235667.0,237667.0,235433.0,233767.0,233100.0,236894.0,244477.0,252144.0,257583.0,261333.0
Ventura,394952,CA,538667.0,537750.0,543250.0,557207.0,566623.0,573873.0,571583.0,573083.0,570000.0,570000.0,578667.0,583167.0,592167.0,580167.0,577333.0,575000.0,586333.0,601333.0,601833.0,600333.0,598667.0,606500.0,605333.0,598667.0,584000.0,577833.0,577833.0,589167.0,598333.0,598333.0,596491.0,598158.0,601491.0,603333.0,601333.0,598167.0,601500.0,602167.0,607000.0,608167.0,611167.0,621083.0,631417.0,648417.0,666833.0,676333.0,685667.0,679000.0,684667.0,681417.0,691417.0,710083.0,729583.0,754583.0,756333.0,765833.0
Allentown,394318,PA,175925.0,172800.0,169500.0,171667.0,175667.0,182300.0,186633.0,192633.0,190428.0,189428.0,183095.0,183667.0,182917.0,179217.0,177800.0,178550.0,187250.0,193667.0,198667.0,203300.0,199633.0,198830.0,193863.0,194667.0,190470.0,185803.0,183667.0,187000.0,193333.0,200667.0,207333.0,212333.0,213167.0,209667.0,205000.0,201833.0,195333.0,195000.0,199167.0,209167.0,215833.0,220000.0,223417.0,228083.0,229717.0,233800.0,235767.0,236633.0,232467.0,227500.0,226667.0,228333.0,235000.0,245000.0,257000.0,262000.0
