Region,RegionName,StateName,CountyName,CityName,ForecastedDate,ForecastYoYPctChange
Zip,14004,NY,Erie County,Town of Alden,2022-09-30,13.6
Zip,14005,NY,Genesee County,Town of Alexander,2022-09-30,11.8
Zip,14006,NY,Erie County,Evans,2022-09-30,14.1
Zip,14008,NY,Niagara County,Gasport,2022-09-30,13.3
Zip,14012,NY,Niagara County,Barker,2022-09-30,13.1
Zip,14013,NY,Genesee County,Town Of Alabama,2022-09-30,12.0
Zip,14020,NY,Genesee County,Town of Batavia,2022-09-30,11.9
Zip,14025,NY,Erie County,Town Of Boston,2022-09-30,14.0
Zip,14026,NY,Erie County,Town of Lancaster,2022-09-30,13.4
Zip,14028,NY,Niagara County,Olcott,2022-09-30,13.4
Zip,14030,NY,Erie County,Town Of Sardinia,2022-09-30,14.1
Zip,14031,NY,Erie County,Town Of Clarence,2022-09-30,14.2
Zip,14032,NY,Erie County,Town Of Clarence,2022-09-30,13.9
Zip,14033,NY,Erie County,Town Of Colden,2022-09-30,13.6
Zip,14034,NY,Erie County,Town Of Collins,2022-09-30,12.1
Zip,14036,NY,Genesee County,Town Of Pembroke,2022-09-30,12.3
Zip,14040,NY,Genesee County,Darien,2022-09-30,12.1
Zip,14041,NY,Cattaraugus County,Town Of Dayton,2022-09-30,11.8
Zip,14042,NY,Cattaraugus County,Town of Yorkshire,2022-09-30,11.7
Zip,14043,NY,Erie County,Depew,2022-09-30,14.3
Zip,14047,NY,Erie County,Evans,2022-09-30,14.9
Zip,14048,NY,Chautauqua County,Town of Dunkirk,2022-09-30,17.5
Zip,14051,NY,Erie County,Town Of Amherst,2022-09-30,13.4
Zip,14052,NY,Erie County,East Aurora,2022-09-30,13.2
Zip,14054,NY,Genesee County,Bethany,2022-09-30,12.7
Zip,14055,NY,Erie County,Town Of Sardinia,2022-09-30,15.4
Zip,14056,NY,Genesee County,Town Of Pembroke,2022-09-30,12.7
Zip,14057,NY,Erie County,Town of Eden,2022-09-30,14.1
Zip,14058,NY,Genesee County,Town of Elba,2022-09-30,11.8
Zip,14059,NY,Erie County,Town Of Elma,2022-09-30,13.9
Zip,14062,NY,Chautauqua County,Hanover,2022-09-30,18.2
Zip,14063,NY,Chautauqua County,Fredonia,2022-09-30,14.9
Zip,14067,NY,Niagara County,Gasport,2022-09-30,12.5
Zip,14068,NY,Erie County,Town Of Amherst,2022-09-30,14.0
Zip,14069,NY,Erie County,Concord,2022-09-30,13.5
Zip,14070,NY,Cattaraugus County,Gowanda,2022-09-30,10.1
Zip,14072,NY,Erie County,Town Of Grand Island,2022-09-30,14.7
Zip,14075,NY,Erie County,Town of Hamburg,2022-09-30,14.1
Zip,14080,NY,Erie County,Town of Holland,2022-09-30,14.4
Zip,14081,NY,Chautauqua County,Hanover,2022-09-30,11.9
Zip,14085,NY,Erie County,Town of Hamburg,2022-09-30,13.9
Zip,14086,NY,Erie County,Town of Lancaster,2022-09-30,13.9
Zip,14091,NY,Erie County,Town of North Collins,2022-09-30,16.3
Zip,14092,NY,Niagara County,Youngstown,2022-09-30,12.8
Zip,14094,NY,Niagara County,North Tonawanda,2022-09-30,12.7
Zip,14098,NY,Orleans County,Yates,2022-09-30,8.7
Zip,14101,NY,Cattaraugus County,Machias,2022-09-30,11.6
Zip,14102,NY,Erie County,Town Of Marilla,2022-09-30,13.6
Zip,14103,NY,Orleans County,Medina,2022-09-30,9.0
Zip,14105,NY,Niagara County,Middleport,2022-09-30,12.2
Zip,14108,NY,Niagara County,Olcott,2022-09-30,13.3
Zip,14111,NY,Erie County,Town of North Collins,2022-09-30,15.0
Zip,14120,NY,Niagara County,North Tonawanda,2022-09-30,12.9
Zip,14125,NY,Genesee County,Town of Oakfield,2022-09-30,11.9
Zip,14126,NY,Niagara County,Olcott,2022-09-30,13.4
Zip,14127,NY,Erie County,Town of Orchard Park,2022-09-30,13.5
Zip,14129,NY,Cattaraugus County,Town of Perrysburg,2022-09-30,11.3
Zip,14131,NY,Niagara County,Ransomville,2022-09-30,13.0
Zip,14132,NY,Niagara County,Sanborn,2022-09-30,12.2
Zip,14134,NY,Erie County,Town Of Sardinia,2022-09-30,15.0
Zip,14135,NY,Chautauqua County,Town Of Sheridan,2022-09-30,17.7
Zip,14136,NY,Chautauqua County,Silver Creek,2022-09-30,16.4
Zip,14138,NY,Cattaraugus County,Town Of Dayton,2022-09-30,10.2
Zip,14139,NY,Erie County,Wales,2022-09-30,13.5
Zip,14141,NY,Erie County,Concord,2022-09-30,15.2
Zip,14143,NY,Genesee County,Town Of Stafford,2022-09-30,12.8
Zip,14150,NY,Erie County,Tonawanda,2022-09-30,14.7
Zip,14166,NY,Chautauqua County,Pomfret,2022-09-30,17.3
Zip,14169,NY,Erie County,Wales,2022-09-30,13.1
Zip,14170,NY,Erie County,East Aurora,2022-09-30,13.6
Zip,14171,NY,Cattaraugus County,Ashford,2022-09-30,11.5
Zip,14172,NY,Niagara County,Ransomville,2022-09-30,13.8
Zip,14173,NY,Cattaraugus County,Town of Yorkshire,2022-09-30,11.2
Zip,14174,NY,Niagara County,Youngstown,2022-09-30,13.3
Zip,14201,NY,Erie County,Buffalo,2022-09-30,11.7
Zip,14202,NY,Erie County,Buffalo,2022-09-30,14.3
Zip,14203,NY,Erie County,Buffalo,2022-09-30,13.3
Zip,14204,NY,Erie County,Buffalo,2022-09-30,12.9
Zip,14206,NY,Erie County,Buffalo,2022-09-30,16.9
Zip,14207,NY,Erie County,Buffalo,2022-09-30,15.8
Zip,14208,NY,Erie County,Buffalo,2022-09-30,17.7
Zip,14209,NY,Erie County,Buffalo,2022-09-30,14.9
Zip,14210,NY,Erie County,Buffalo,2022-09-30,16.6
Zip,14211,NY,Erie County,Buffalo,2022-09-30,18.1
Zip,14212,NY,Erie County,Buffalo,2022-09-30,17.9
Zip,14213,NY,Erie County,Buffalo,2022-09-30,15.6
Zip,14214,NY,Erie County,Buffalo,2022-09-30,15.2
Zip,14215,NY,Erie County,Buffalo,2022-09-30,16.4
Zip,14216,NY,Erie County,Buffalo,2022-09-30,15.3
Zip,14217,NY,Erie County,Tonawanda,2022-09-30,14.4
Zip,14218,NY,Erie County,Lackawanna,2022-09-30,13.8
Zip,14219,NY,Erie County,Town of Hamburg,2022-09-30,14.3
Zip,14220,NY,Erie County,Buffalo,2022-09-30,15.8
Zip,14221,NY,Erie County,Town Of Amherst,2022-09-30,14.2
Zip,14222,NY,Erie County,Buffalo,2022-09-30,13.1
Zip,14223,NY,Erie County,Tonawanda,2022-09-30,14.5
Zip,14224,NY,Erie County,West Seneca,2022-09-30,14.0
Zip,14225,NY,Erie County,Cheektowaga,2022-09-30,14.8
Zip,14226,NY,Erie County,Town Of Amherst,2022-09-30,14.8
Zip,14227,NY,Erie County,Cheektowaga,2022-09-30,14.3
Zip,14228,NY,Erie County,Town Of Amherst,2022-09-30,14.2
Zip,14301,NY,Niagara County,Niagara Falls,2022-09-30,17.5
Zip,14303,NY,Niagara County,Niagara Falls,2022-09-30,19.4
Zip,14304,NY,Niagara County,Niagara Falls,2022-09-30,13.0
Zip,14305,NY,Niagara County,Niagara Falls,2022-09-30,15.7
Zip,14411,NY,Orleans County,Town of Albion,2022-09-30,8.9
Zip,14414,NY,Livingston County,Town of Avon,2022-09-30,7.4
Zip,14415,NY,Yates County,Penn Yan,2022-09-30,9.1
Zip,14416,NY,Genesee County,Town of Bergen,2022-09-30,11.9
Zip,14418,NY,Steuben County,Pulteney,2022-09-30,8.8
Zip,14420,NY,Monroe County,Sweden,2022-09-30,12.2
Zip,14422,NY,Genesee County,Town Of Byron,2022-09-30,12.0
Zip,14423,NY,Livingston County,Town of Caledonia,2022-09-30,7.4
Zip,14424,NY,Ontario County,Town of Canandaigua,2022-09-30,9.2
Zip,14425,NY,Ontario County,Town Of Farmington,2022-09-30,8.7
Zip,14428,NY,Monroe County,Riga,2022-09-30,12.7
Zip,14432,NY,Ontario County,Clifton Springs,2022-09-30,9.7
Zip,14433,NY,Wayne County,Clyde,2022-09-30,10.0
Zip,14435,NY,Livingston County,Town Of Conesus,2022-09-30,7.1
Zip,14437,NY,Livingston County,Dansville,2022-09-30,7.5
Zip,14441,NY,Yates County,Dresden,2022-09-30,9.4
Zip,14445,NY,Monroe County,East Rochester,2022-09-30,11.9
Zip,14450,NY,Monroe County,Town Of Perinton,2022-09-30,12.6
Zip,14454,NY,Livingston County,Town of Geneseo,2022-09-30,7.5
Zip,14456,NY,Ontario County,Town of Geneva,2022-09-30,8.4
Zip,14462,NY,Livingston County,Town Of Groveland,2022-09-30,7.7
Zip,14463,NY,Ontario County,Seneca,2022-09-30,7.9
Zip,14464,NY,Monroe County,Town Of Hamlin,2022-09-30,12.5
Zip,14466,NY,Ontario County,Richmond,2022-09-30,8.3
Zip,14467,NY,Monroe County,Town Of Henrietta,2022-09-30,12.4
Zip,14468,NY,Monroe County,Parma,2022-09-30,12.3
Zip,14469,NY,Ontario County,East Bloomfield,2022-09-30,10.0
Zip,14470,NY,Orleans County,Murray,2022-09-30,8.7
Zip,14471,NY,Ontario County,Richmond,2022-09-30,10.3
Zip,14472,NY,Monroe County,Honeoye Falls,2022-09-30,12.4
Zip,14475,NY,Ontario County,Town Of West Bloomfield,2022-09-30,7.6
Zip,14476,NY,Orleans County,Town Of Kendall,2022-09-30,9.1
Zip,14477,NY,Orleans County,Carlton,2022-09-30,9.0
Zip,14478,NY,Yates County,Penn Yan,2022-09-30,8.5
Zip,14479,NY,Orleans County,Ridgeway,2022-09-30,7.9
Zip,14480,NY,Livingston County,Town of Livonia,2022-09-30,7.5
Zip,14481,NY,Livingston County,Town of Leicester,2022-09-30,7.8
Zip,14482,NY,Genesee County,Town of Le Roy,2022-09-30,11.8
Zip,14485,NY,Livingston County,Town of Lima,2022-09-30,7.9
Zip,14486,NY,Livingston County,Town Of York,2022-09-30,7.7
Zip,14487,NY,Livingston County,Town of Livonia,2022-09-30,7.4
Zip,14489,NY,Seneca County,Junius,2022-09-30,11.8
Zip,14502,NY,Monroe County,Town Of Perinton,2022-09-30,8.9
Zip,14504,NY,Ontario County,Town of Manchester,2022-09-30,9.8
Zip,14505,NY,Wayne County,Newark,2022-09-30,12.3
Zip,14506,NY,Monroe County,Town Of Mendon,2022-09-30,13.5
Zip,14507,NY,Yates County,Rushville,2022-09-30,9.2
Zip,14510,NY,Livingston County,Mount Morris,2022-09-30,7.5
Zip,14511,NY,Monroe County,Wheatland,2022-09-30,12.6
Zip,14512,NY,Ontario County,Town of Naples,2022-09-30,8.5
Zip,14513,NY,Wayne County,Newark,2022-09-30,7.6
Zip,14514,NY,Monroe County,Chili,2022-09-30,12.8
Zip,14515,NY,Monroe County,Town of Greece,2022-09-30,12.9
Zip,14516,NY,Wayne County,Clyde,2022-09-30,11.1
Zip,14517,NY,Livingston County,Town of Nunda,2022-09-30,7.5
Zip,14519,NY,Monroe County,Town of Webster,2022-09-30,10.2
Zip,14521,NY,Seneca County,Town of Ovid,2022-09-30,13.0
Zip,14522,NY,Wayne County,Newark,2022-09-30,11.1
Zip,14525,NY,Genesee County,Town Of Pavilion,2022-09-30,11.5
Zip,14526,NY,Monroe County,Town Of Penfield,2022-09-30,12.8
Zip,14527,NY,Yates County,Penn Yan,2022-09-30,8.7
Zip,14532,NY,Ontario County,Town of Phelps,2022-09-30,9.0
Zip,14533,NY,Livingston County,Town Of York,2022-09-30,7.7
Zip,14534,NY,Monroe County,Town of Pittsford,2022-09-30,12.8
Zip,14537,NY,Wayne County,Newark,2022-09-30,15.9
Zip,14539,NY,Livingston County,Town Of York,2022-09-30,7.9
Zip,14541,NY,Seneca County,Varick,2022-09-30,13.2
Zip,14543,NY,Monroe County,Town Of Rush,2022-09-30,12.6
Zip,14544,NY,Yates County,Rushville,2022-09-30,9.6
Zip,14545,NY,Livingston County,Sparta,2022-09-30,7.4
Zip,14546,NY,Monroe County,Wheatland,2022-09-30,12.6
Zip,14548,NY,Ontario County,Shortsville,2022-09-30,8.3
Zip,14551,NY,Wayne County,Sodus Point,2022-09-30,11.0
Zip,14555,NY,Wayne County,Sodus Point,2022-09-30,10.4
Zip,14557,NY,Genesee County,Town Of Byron,2022-09-30,12.3
Zip,14559,NY,Monroe County,Ogden,2022-09-30,12.1
Zip,14560,NY,Livingston County,Town Of Springwater,2022-09-30,9.0
Zip,14561,NY,Ontario County,Seneca,2022-09-30,9.4
Zip,14564,NY,Ontario County,Town of Victor,2022-09-30,8.7
Zip,14568,NY,Wayne County,Town Of Walworth,2022-09-30,9.4
Zip,14571,NY,Orleans County,Carlton,2022-09-30,9.4
Zip,14572,NY,Steuben County,Town of Wayland,2022-09-30,6.5
Zip,14580,NY,Monroe County,Town of Webster,2022-09-30,12.3
Zip,14586,NY,Monroe County,Town Of Henrietta,2022-09-30,12.5
Zip,14589,NY,Wayne County,Town Of Williamson,2022-09-30,11.2
Zip,14590,NY,Wayne County,Red Creek,2022-09-30,10.9
Zip,14592,NY,Livingston County,Town Of York,2022-09-30,7.6
Zip,14604,NY,Monroe County,Rochester,2022-09-30,11.8
Zip,14605,NY,Monroe County,Rochester,2022-09-30,11.6
Zip,14606,NY,Monroe County,Gates-North Gates,2022-09-30,12.3
Zip,14607,NY,Monroe County,Rochester,2022-09-30,11.7
Zip,14608,NY,Monroe County,Rochester,2022-09-30,11.8
Zip,14609,NY,Monroe County,Rochester,2022-09-30,12.7
Zip,14610,NY,Monroe County,Rochester,2022-09-30,11.8
Zip,14611,NY,Monroe County,Rochester,2022-09-30,11.9
Zip,14612,NY,Monroe County,Town of Greece,2022-09-30,12.2
Zip,14613,NY,Monroe County,Rochester,2022-09-30,13.4
Zip,14614,NY,Monroe County,Rochester,2022-09-30,9.8
Zip,14615,NY,Monroe County,Rochester,2022-09-30,13.0
Zip,14616,NY,Monroe County,Town of Greece,2022-09-30,12.4
Zip,14617,NY,Monroe County,Irondequoit,2022-09-30,12.3
Zip,14618,NY,Monroe County,Brighton,2022-09-30,12.3
Zip,14619,NY,Monroe County,Rochester,2022-09-30,14.3
Zip,14620,NY,Monroe County,Rochester,2022-09-30,12.3
Zip,14621,NY,Monroe County,Rochester,2022-09-30,13.3
Zip,14622,NY,Monroe County,Irondequoit,2022-09-30,12.4
Zip,14623,NY,Monroe County,Town Of Henrietta,2022-09-30,12.5
Zip,14624,NY,Monroe County,Chili,2022-09-30,12.6
Zip,14625,NY,Monroe County,Town Of Penfield,2022-09-30,12.5
Zip,14626,NY,Monroe County,Town of Greece,2022-09-30,11.8
Zip,14701,NY,Chautauqua County,Jamestown,2022-09-30,14.3
Zip,14706,NY,Cattaraugus County,Town of Allegany,2022-09-30,11.4
Zip,14710,NY,Chautauqua County,North Harmony,2022-09-30,12.4
Zip,14712,NY,Chautauqua County,Ellery,2022-09-30,14.3
Zip,14716,NY,Chautauqua County,Brocton,2022-09-30,18.4
Zip,14718,NY,Chautauqua County,Cassadaga,2022-09-30,17.1
Zip,14719,NY,Cattaraugus County,New Albion,2022-09-30,11.4
Zip,14720,NY,Chautauqua County,Celoron,2022-09-30,17.2
Zip,14722,NY,Chautauqua County,Mayville,2022-09-30,10.8
Zip,14723,NY,Chautauqua County,Town of Cherry Creek,2022-09-30,18.5
Zip,14724,NY,Chautauqua County,French Creek,2022-09-30,10.5
Zip,14726,NY,Cattaraugus County,Conewango,2022-09-30,10.9
Zip,14728,NY,Chautauqua County,Ellery,2022-09-30,15.7
Zip,14729,NY,Cattaraugus County,Town Of East Otto,2022-09-30,11.0
Zip,14731,NY,Cattaraugus County,Town of Ellicottville,2022-09-30,11.1
Zip,14732,NY,Chautauqua County,Town Of Ellington,2022-09-30,15.1
Zip,14733,NY,Chautauqua County,Falconer,2022-09-30,16.1
Zip,14736,NY,Chautauqua County,Mina,2022-09-30,15.8
Zip,14737,NY,Cattaraugus County,Town of Franklinville,2022-09-30,11.1
Zip,14738,NY,Chautauqua County,Carroll,2022-09-30,8.2
Zip,14740,NY,Chautauqua County,Town Of Gerry,2022-09-30,16.8
Zip,14741,NY,Cattaraugus County,Town Of Great Valley,2022-09-30,11.2
Zip,14742,NY,Chautauqua County,Ellery,2022-09-30,16.7
Zip,14743,NY,Cattaraugus County,Town Of Hinsdale,2022-09-30,11.5
Zip,14747,NY,Chautauqua County,Poland,2022-09-30,16.2
Zip,14748,NY,Cattaraugus County,Town Of Great Valley,2022-09-30,11.0
Zip,14750,NY,Chautauqua County,Lakewood,2022-09-30,12.9
Zip,14752,NY,Chautauqua County,Pomfret,2022-09-30,14.2
Zip,14753,NY,Cattaraugus County,Carrollton,2022-09-30,11.0
Zip,14755,NY,Cattaraugus County,Town of Little Valley,2022-09-30,11.5
Zip,14757,NY,Chautauqua County,Mayville,2022-09-30,14.5
Zip,14760,NY,Cattaraugus County,Town of Olean,2022-09-30,11.4
Zip,14767,NY,Chautauqua County,Harmony,2022-09-30,9.6
Zip,14769,NY,Chautauqua County,Town Of Portland,2022-09-30,19.9
Zip,14770,NY,Cattaraugus County,Town of Portville,2022-09-30,10.6
Zip,14772,NY,Cattaraugus County,Town of Randolph,2022-09-30,11.7
Zip,14775,NY,Chautauqua County,Town of Ripley,2022-09-30,19.0
Zip,14779,NY,Cattaraugus County,Town of Salamanca,2022-09-30,10.9
Zip,14781,NY,Chautauqua County,Town of Sherman,2022-09-30,16.4
Zip,14782,NY,Chautauqua County,Charlotte,2022-09-30,18.0
Zip,14783,NY,Cattaraugus County,Coldspring,2022-09-30,11.6
Zip,14784,NY,Chautauqua County,Town Of Stockton,2022-09-30,19.8
Zip,14785,NY,Chautauqua County,North Harmony,2022-09-30,15.9
Zip,14787,NY,Chautauqua County,Town of Westfield,2022-09-30,13.7
Zip,14788,NY,Cattaraugus County,Weston Mills,2022-09-30,11.8
Zip,14801,NY,Steuben County,Town of Addison,2022-09-30,9.3
Zip,14808,NY,Steuben County,Town of Cohocton,2022-09-30,13.5
Zip,14809,NY,Steuben County,Town of Avoca,2022-09-30,9.1
Zip,14810,NY,Steuben County,Town of Bath,2022-09-30,9.3
Zip,14814,NY,Chemung County,Town of Big Flats,2022-09-30,9.3
Zip,14816,NY,Chemung County,Breesport,2022-09-30,10.2
Zip,14817,NY,Tompkins County,Caroline,2022-09-30,9.7
Zip,14819,NY,Steuben County,Town Of Cameron,2022-09-30,10.2
Zip,14820,NY,Steuben County,Town Of Cameron,2022-09-30,10.6
Zip,14821,NY,Steuben County,Campbell,2022-09-30,10.6
Zip,14823,NY,Steuben County,Town of Canisteo,2022-09-30,7.2
Zip,14825,NY,Chemung County,Town Of Chemung,2022-09-30,11.4
Zip,14826,NY,Steuben County,Town of Cohocton,2022-09-30,9.3
Zip,14830,NY,Steuben County,Town of Corning,2022-09-30,10.1
Zip,14836,NY,Livingston County,Town of Nunda,2022-09-30,7.7
Zip,14837,NY,Yates County,Dundee,2022-09-30,9.5
Zip,14838,NY,Chemung County,Town Of Erin,2022-09-30,11.0
Zip,14839,NY,Steuben County,Town Of Greenwood,2022-09-30,8.5
Zip,14840,NY,Steuben County,Wayne,2022-09-30,13.4
Zip,14842,NY,Yates County,Penn Yan,2022-09-30,9.1
Zip,14843,NY,Steuben County,Hornell,2022-09-30,10.3
Zip,14846,NY,Livingston County,Portage,2022-09-30,7.9
Zip,14847,NY,Seneca County,Covert,2022-09-30,12.4
Zip,14850,NY,Tompkins County,Town Of Ithaca,2022-09-30,9.4
Zip,14855,NY,Steuben County,Town Of Jasper,2022-09-30,7.6
Zip,14858,NY,Steuben County,Town Of Lindley,2022-09-30,10.8
Zip,14859,NY,Tioga County,Town Of Barton,2022-09-30,10.2
Zip,14860,NY,Seneca County,Town of Lodi,2022-09-30,13.3
Zip,14861,NY,Chemung County,Baldwin,2022-09-30,11.3
Zip,14867,NY,Tompkins County,Newfield,2022-09-30,9.5
Zip,14870,NY,Steuben County,Erwin,2022-09-30,9.1
Zip,14872,NY,Chemung County,Pine Valley,2022-09-30,9.0
Zip,14873,NY,Steuben County,Town Of Prattsburgh,2022-09-30,13.6
Zip,14874,NY,Steuben County,Pulteney,2022-09-30,7.9
Zip,14877,NY,Steuben County,West Union,2022-09-30,9.4
Zip,14879,NY,Steuben County,Town of Bath,2022-09-30,12.5
Zip,14881,NY,Tompkins County,Caroline,2022-09-30,9.3
Zip,14882,NY,Tompkins County,Town of Lansing,2022-09-30,9.2
Zip,14883,NY,Tioga County,Town of Spencer,2022-09-30,10.7
Zip,14885,NY,Steuben County,Town Of Troupsburg,2022-09-30,8.7
Zip,14886,NY,Tompkins County,Ulysses,2022-09-30,8.8
Zip,14889,NY,Chemung County,Town of Van Etten,2022-09-30,12.4
Zip,14892,NY,Tioga County,Waverly,2022-09-30,10.6
Zip,14894,NY,Chemung County,Ashland,2022-09-30,9.0
Zip,14898,NY,Steuben County,Town Of Woodhull,2022-09-30,9.7
Zip,14901,NY,Chemung County,Town of Elmira,2022-09-30,15.0
Zip,14904,NY,Chemung County,Town of Elmira,2022-09-30,14.6
Zip,14905,NY,Chemung County,Town of Elmira,2022-09-30,11.0
Zip,15001,PA,Beaver County,Hopewell Township,2022-09-30,9.3
Zip,15003,PA,Beaver County,Ambridge,2022-09-30,11.1
Zip,15005,PA,Beaver County,Economy,2022-09-30,7.7
Zip,15006,PA,Allegheny County,West Deer Township,2022-09-30,7.0
Zip,15007,PA,Allegheny County,Richland Township,2022-09-30,10.6
Zip,15009,PA,Beaver County,Brighton Township,2022-09-30,7.7
Zip,15010,PA,Beaver County,Chippewa Township,2022-09-30,8.4
Zip,15012,PA,Westmoreland County,Rostraver Township,2022-09-30,7.9
Zip,15014,PA,Allegheny County,Brackenridge,2022-09-30,11.3
Zip,15015,PA,Allegheny County,Bradfordwoods,2022-09-30,9.4
Zip,15017,PA,Allegheny County,South Fayette Township,2022-09-30,10.0
Zip,15018,PA,Allegheny County,Elizabeth Township,2022-09-30,9.4
Zip,15019,PA,Washington County,Smith Township,2022-09-30,7.6
Zip,15020,PA,Allegheny County,Forward Township,2022-09-30,12.9
Zip,15021,PA,Washington County,Hanover Township,2022-09-30,8.9
Zip,15022,PA,Washington County,Fallowfield Township,2022-09-30,8.7
Zip,15024,PA,Allegheny County,Indiana Township,2022-09-30,12.4
Zip,15025,PA,Allegheny County,Jefferson Hills,2022-09-30,11.8
Zip,15026,PA,Beaver County,Hanover Township,2022-09-30,8.0
Zip,15027,PA,Beaver County,Conway,2022-09-30,8.8
Zip,15028,PA,Allegheny County,South Versailles Township,2022-09-30,7.4
Zip,15030,PA,Allegheny County,East Deer Township,2022-09-30,13.5
Zip,15031,PA,Allegheny County,South Fayette Township,2022-09-30,13.4
Zip,15033,PA,Washington County,Donora,2022-09-30,6.8
Zip,15034,PA,Allegheny County,Dravosburg,2022-09-30,12.1
Zip,15035,PA,Allegheny County,East Mc Keesport,2022-09-30,14.0
Zip,15037,PA,Allegheny County,Elizabeth Township,2022-09-30,11.4
Zip,15038,PA,Washington County,Union Township,2022-09-30,3.5
Zip,15042,PA,Beaver County,New Sewickley Township,2022-09-30,8.4
Zip,15043,PA,Beaver County,Hanover Township,2022-09-30,9.2
Zip,15044,PA,Allegheny County,Richland Township,2022-09-30,10.6
Zip,15045,PA,Allegheny County,Glassport,2022-09-30,13.2
Zip,15046,PA,Allegheny County,Crescent Township,2022-09-30,9.8
Zip,15047,PA,Allegheny County,Elizabeth Township,2022-09-30,9.8
Zip,15049,PA,Allegheny County,Springdale Township,2022-09-30,12.0
Zip,15050,PA,Beaver County,Greene Township,2022-09-30,7.2
Zip,15051,PA,Allegheny County,Indiana Township,2022-09-30,10.5
Zip,15052,PA,Beaver County,Ohioville,2022-09-30,7.7
Zip,15053,PA,Washington County,Smith Township,2022-09-30,6.9
Zip,15055,PA,Washington County,Cecil Township,2022-09-30,6.2
Zip,15056,PA,Allegheny County,Leetsdale,2022-09-30,10.7
Zip,15057,PA,Washington County,Mc Donald,2022-09-30,9.3
Zip,15059,PA,Beaver County,Midland,2022-09-30,7.4
Zip,15060,PA,Washington County,Midway,2022-09-30,8.1
Zip,15061,PA,Beaver County,Monaca,2022-09-30,7.8
Zip,15062,PA,Westmoreland County,Monessen,2022-09-30,8.6
Zip,15063,PA,Washington County,Monongahela,2022-09-30,9.3
Zip,15064,PA,Allegheny County,South Fayette Township,2022-09-30,12.7
Zip,15065,PA,Allegheny County,Harrison Township,2022-09-30,11.6
Zip,15066,PA,Beaver County,New Brighton,2022-09-30,8.1
Zip,15067,PA,Washington County,New Eagle,2022-09-30,9.9
Zip,15068,PA,Westmoreland County,Lower Burrell,2022-09-30,9.6
Zip,15071,PA,Allegheny County,North Fayette Township,2022-09-30,10.3
Zip,15074,PA,Beaver County,Rochester Township,2022-09-30,7.8
Zip,15075,PA,Allegheny County,Indiana Township,2022-09-30,12.6
Zip,15076,PA,Allegheny County,Russellton,2022-09-30,12.9
Zip,15077,PA,Beaver County,Shippingport,2022-09-30,7.4
Zip,15078,PA,Washington County,Smith Township,2022-09-30,6.1
Zip,15081,PA,Beaver County,South Heights,2022-09-30,8.7
Zip,15082,PA,Washington County,Mc Donald,2022-09-30,10.9
Zip,15083,PA,Westmoreland County,Sutersville,2022-09-30,8.1
Zip,15084,PA,Allegheny County,Tarentum,2022-09-30,12.2
Zip,15085,PA,Westmoreland County,Penn Township,2022-09-30,7.8
Zip,15086,PA,Allegheny County,Marshall Township,2022-09-30,10.0
Zip,15087,PA,Westmoreland County,Rostraver Township,2022-09-30,7.2
Zip,15088,PA,Allegheny County,West Elizabeth,2022-09-30,11.8
Zip,15089,PA,Westmoreland County,West Newton,2022-09-30,8.0
Zip,15090,PA,Allegheny County,Wexford,2022-09-30,10.1
Zip,15101,PA,Allegheny County,Hampton Township,2022-09-30,10.9
Zip,15102,PA,Allegheny County,Bethel Park,2022-09-30,11.0
Zip,15104,PA,Allegheny County,North Braddock,2022-09-30,12.5
Zip,15106,PA,Allegheny County,Carnegie,2022-09-30,11.4
Zip,15108,PA,Allegheny County,Moon Township,2022-09-30,10.3
Zip,15110,PA,Allegheny County,Duquesne,2022-09-30,9.3
Zip,15112,PA,Allegheny County,East Pittsburgh,2022-09-30,13.1
Zip,15116,PA,Allegheny County,Shaler Township,2022-09-30,10.7
Zip,15120,PA,Allegheny County,Munhall,2022-09-30,13.7
Zip,15122,PA,Allegheny County,West Mifflin,2022-09-30,13.2
Zip,15126,PA,Allegheny County,Imperial-Enlow,2022-09-30,10.5
Zip,15129,PA,Allegheny County,South Park Township,2022-09-30,11.1
Zip,15131,PA,Allegheny County,White Oak,2022-09-30,11.1
Zip,15132,PA,Allegheny County,McKeesport,2022-09-30,13.9
Zip,15133,PA,Allegheny County,Port Vue,2022-09-30,13.4
Zip,15135,PA,Allegheny County,Elizabeth Township,2022-09-30,10.6
Zip,15136,PA,Allegheny County,Stowe Township,2022-09-30,11.0
Zip,15137,PA,Allegheny County,North Versailles,2022-09-30,13.0
Zip,15139,PA,Allegheny County,Oakmont,2022-09-30,10.4
Zip,15140,PA,Allegheny County,Pitcairn,2022-09-30,14.9
Zip,15142,PA,Allegheny County,Collier Township,2022-09-30,10.0
Zip,15143,PA,Allegheny County,Franklin Park,2022-09-30,10.0
Zip,15144,PA,Allegheny County,Springdale Township,2022-09-30,12.7
Zip,15145,PA,Allegheny County,Turtle Creek,2022-09-30,12.0
Zip,15146,PA,Allegheny County,Monroeville,2022-09-30,11.1
Zip,15147,PA,Allegheny County,Penn Hills,2022-09-30,12.5
Zip,15148,PA,Allegheny County,Wilmerding,2022-09-30,9.1
Zip,15201,PA,Allegheny County,Pittsburgh,2022-09-30,11.1
Zip,15202,PA,Allegheny County,Bellevue,2022-09-30,11.1
Zip,15203,PA,Allegheny County,Pittsburgh,2022-09-30,10.4
Zip,15204,PA,Allegheny County,Pittsburgh,2022-09-30,16.2
